Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
Yell_July18_Site5s_S124_R2_001	(1.0, 9.782957899062348)	(2.0, 3.3202585079756437)	(3.0, 2.445365908326796)	(4.0, 1.6765661772946319)	(5.0, 1.5054727483282901)	(6.0, 1.0982853300459485)	(7.0, 0.8263289626059995)	(8.0, 0.8487429489334678)	(9.0, 0.5917292390451642)	('>10', 8.942433411782286)	('>50', 5.113377414173111)	('>100', 7.795584444693489)	('>500', 2.169673876498935)	('>1k', 6.591206246030856)	('>5k', 3.8694011729986175)	('>10k+', 43.42261571220442)
Yell_July18_Site5t_S125_R1_001	(1.0, 9.896899311679043)	(2.0, 2.5179453000123866)	(3.0, 1.3952212712999064)	(4.0, 0.9083241419580874)	(5.0, 0.7564452675722383)	(6.0, 0.6140035271288109)	(7.0, 0.6172475419215184)	(8.0, 0.526120217290009)	(9.0, 0.5414555599464443)	('>10', 10.27880832591142)	('>50', 7.613997628920097)	('>100', 9.868587909851778)	('>500', 1.7538323611119302)	('>1k', 4.583792902095634)	('>5k', 8.034539910229263)	('>10k+', 40.092778823071434)
Yell_July18_Site5u_S126_R1_001	(1.0, 12.831949968960524)	(2.0, 3.1867197020210147)	(3.0, 2.017566045110707)	(4.0, 1.5404777780332466)	(5.0, 1.3335479272526614)	(6.0, 1.0967282091371024)	(7.0, 1.126618076472076)	(8.0, 1.0944289885728737)	(9.0, 0.9725702986687512)	('>10', 17.26599682707562)	('>50', 3.5499965511691536)	('>100', 9.027889545444093)	('>500', 8.34157220702182)	('>1k', 24.960338445267055)	('>5k', 0.0)	('>10k+', 11.6535994297933)
Yell_July18_Site5u_S126_R2_001	(1.0, 9.857908169130665)	(2.0, 2.6257098843492055)	(3.0, 1.686478283861771)	(4.0, 1.0898305474444163)	(5.0, 1.0059089968500678)	(6.0, 0.8484123882004001)	(7.0, 0.8369162853792564)	(8.0, 0.5702066999287242)	(9.0, 0.7035614926539903)	('>10', 11.484606718322489)	('>50', 5.022647322557653)	('>100', 6.394132389120088)	('>500', 2.3302600418458144)	('>1k', 9.327937829075942)	('>5k', 0.0)	('>10k+', 46.21548295127952)
Yell_July18_Site5v_S127_R1_001	(1.0, 9.948059443081807)	(2.0, 2.2988505747126435)	(3.0, 1.3057278891934785)	(4.0, 1.0532390708411485)	(5.0, 0.9197806954263454)	(6.0, 0.8151781849660944)	(7.0, 0.9510412157937768)	(8.0, 0.9810994084547685)	(9.0, 0.8332131005626895)	('>10', 11.252585004568845)	('>50', 7.020391477901216)	('>100', 11.09027076419949)	('>500', 8.517289472418604)	('>1k', 23.66902322897129)	('>5k', 19.344250468907806)	('>10k+', 0.0)
Yell_July18_Site5v_S127_R2_001	(1.0, 8.5990477564565)	(2.0, 1.6087144712162746)	(3.0, 0.9702784590968114)	(4.0, 0.7598711104698697)	(5.0, 0.6672918770740153)	(6.0, 0.5699033328524022)	(7.0, 0.6396383398259029)	(8.0, 0.3943634877122108)	(9.0, 0.5194055691819363)	('>10', 13.225604770836338)	('>50', 2.0355408070023566)	('>100', 3.492761987207233)	('>500', 4.657817534747271)	('>1k', 12.299812436877795)	('>5k', 8.397056701774636)	('>10k+', 41.16289135766845)
Yell_July18_Site5w_S128_R1_001	(1.0, 69.23076923076923)	(2.0, 30.76923076923077)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5w_S128_R2_001	(1.0, 53.84615384615385)	(2.0, 0.0)	(3.0, 46.15384615384615)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5z_S131_R1_001	(1.0, 14.086458775006747)	(2.0, 3.833789461511776)	(3.0, 2.0745480476429092)	(4.0, 1.4339128088501716)	(5.0, 1.0715800023127626)	(6.0, 0.8406892032532861)	(7.0, 0.6786030913926685)	(8.0, 0.6398643179277648)	(9.0, 0.5429210191573836)	('>10', 12.015379871256215)	('>50', 5.753960605943799)	('>100', 9.310411286281463)	('>500', 2.925644682573334)	('>1k', 6.306710866129592)	('>5k', 3.9440311452029446)	('>10k+', 34.541494815557186)
Yell_July18_Site5z_S131_R2_001	(1.0, 10.844351077361909)	(2.0, 2.7140269051381876)	(3.0, 1.5848205681686773)	(4.0, 1.1617777435146284)	(5.0, 0.8576494622826968)	(6.0, 0.7504914620514204)	(7.0, 0.5990055120841845)	(8.0, 0.5535211810507651)	(9.0, 0.4700689974174151)	('>10', 9.980534248159428)	('>50', 6.056739775662028)	('>100', 9.577342635778438)	('>500', 1.2673939020159581)	('>1k', 2.6733608295108504)	('>5k', 1.3751300928959642)	('>10k+', 49.53378560690745)
